index,name,status,success,reason,sim_seconds,max_stable_hold_s,feasible,constraint_envelope_pass,impact_pass,infeasible_eligible,infeasible_score,max_joint_excess_rad,any_joint_above_tolerance_s,excess_integral_rad_s,max_joint_speed_rad_s,max_velocity_ratio,max_actuation_limit_ratio,peak_ground_vertical_N,peak_ground_sum_norm_N,floor_penetration_m,self_penetration_m,actual_target_sha256,wall_seconds
0,g21-arm-extension-00,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.719397042168524,0.0022953829696324424,0.04000000000000003,5.964471515330705e-05,7.103588940478305,0.542755878704027,1.0,7913.527813580865,9701.249262374178,0.02332280693861566,0.001656512180619064,00d972f4cce3edcd6278c226984f6bba2b188720d8a7540d136e1dff59f22afd,13.395734588999403
1,g21-arm-extension-01,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.447599031077237,0.002782390285758718,0.04400000000000003,7.746747728262676e-05,7.82071588263169,0.5975485851644018,1.0,7517.689601861195,9647.317390083534,0.023245643395137502,0.001656512180619064,8e9ca10dc8ed5bbf13d72df3ac82318063afbec2135284580f83f1b31c3c38ae,13.348582507000174
2,g21-arm-extension-02,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.398050623931542,0.0009486998120752932,0.028000000000000018,1.874522329728833e-05,6.475839643892733,0.494792148830435,1.0,8539.461703907447,10106.177099807246,0.024243180587914852,0.001656512180619064,beeeb34f83fadd4e85cf86aa461d94fc423f4e967027d6b2c61a8b915115c5ae,13.501384922999932
3,g21-arm-extension-03,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.996809764942626,0.0011061779979624209,0.03000000000000002,2.274155342424434e-05,6.6347892843288045,0.5069368340715774,1.0,8188.956855706367,9731.93449590632,0.024372121849543987,0.001656512180619064,246327e3738ed0dc089485fa2828a54e4ccb5ca72ebb3942921e4e4f2fe2f0b4,13.384071214000869
4,g21-arm-extension-04,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.398869232634228,0.002642224418744288,0.04400000000000003,7.434833879215728e-05,6.550538775832237,0.5004996008429277,1.0,8499.340476209672,10053.473826483454,0.024413049815292992,0.001656512180619064,b1ad339b2bd52bf452bdbb1c1b3de13889f22452e8cc0180d51560b7e5669784,13.195066881999082
5,g21-arm-extension-05,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.58898936155997,0.0026140824683008046,0.04400000000000003,7.301443047358995e-05,6.5065881450998875,0.49714151475396456,1.0,8623.316544198438,10170.945672138714,0.02487834183680114,0.001656512180619064,4553cfed3de373ea3570d71857a07980525bd39a29cc6988affeb4c378ce1155,12.922030547999384
6,g21-arm-extension-06,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-11.559249215477328,0.0036391010348926778,0.05200000000000004,0.00011596786478232784,6.327771504464762,0.48347887411864016,1.0,9251.72239117258,10974.706049226786,0.02603713795531068,0.001656512180619064,a357d51afb3f98c18e5e5ac28874f84c46e44d8e87a4dea263d5292ae4219ecb,12.768891422998422
7,g21-arm-extension-07,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-11.275588602314198,0.004206309459446278,0.05500000000000004,0.00013970093546742713,5.900744135256984,0.4508514773270923,1.0,9094.944789920759,10670.560628303281,0.025740603215286775,0.001656512180619064,78f5a0efeb67cc7963e1b77dbee71c4286f9f39b11d3e9fac68e9cc18118fb76,12.934607713999867
8,g21-arm-extension-08,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.884423994683566,0.0007905052619315289,0.026000000000000016,1.4584364024753215e-05,7.331419716470298,0.5601634868941242,1.0,7116.5418269391785,9131.159885483192,0.023263546510663646,0.001656512180619064,8a06f77209aef5a0b74281afda2cabcaed35333b8612963d9bd7d73b6bcc9b4f,13.2875331310006
9,g21-arm-extension-09,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.641375444159394,0.0009298300197799203,0.027000000000000017,1.8053844097967506e-05,7.424270610617473,0.567257840053291,1.0,7164.116094471065,8692.66035788413,0.02292815854083323,0.001656512180619064,6f98293e5d6a88a82701bba34c9ad5c38505f66940fd03d40af150a24a836dfb,13.269232090000514
10,g21-arm-extension-10,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.194135944131077,0.002784026511044868,0.04500000000000003,7.939262475352786e-05,6.765668017696409,0.5169367372934298,1.0,7803.08273250924,9052.782320107422,0.02226765660661932,0.001656512180619064,6dc2bda7f572f09d16b7ee796a9fd4781225eda319da48d13c93ddd547701aec,12.67959213100039
11,g21-arm-extension-11,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.073536528980878,0.002780314593144595,0.04500000000000003,7.889755339155464e-05,6.945615504885099,0.5306857812412209,1.0,7630.310737169432,8907.819240888472,0.02285776844140841,0.001656512180619064,b4451e0cda4a513c0698d144303425485477d151be842e4bae02c2251ebcdd9d,12.60677829800079
12,g21-arm-extension-12,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.968497786032774,0.003320097505047137,0.05000000000000004,0.00010215659960382052,6.611293489854208,0.5051416175010855,1.0,8270.339374386604,9689.521971087424,0.023468853074988125,0.001656512180619064,015c9740fdeb2bd7c96688192bb438d02fb3ec9060d7c0936ac5a873cf4183cf,13.069806298000913
13,g21-arm-extension-13,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.553820842645708,0.003873890710016814,0.05200000000000004,0.0001248283488618619,6.785048985802651,0.518417556983699,1.0,7855.44877973274,9174.757107016894,0.024457192868212033,0.001656512180619064,a41bfd29c58bf9f741db1ec8645d853bb143214ab8b722499be6af8f0ffd6679,13.185705756999596
14,g21-arm-extension-14,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.607731702219722,0.004213129480360567,0.05600000000000004,0.00014273210323131647,6.398178252102374,0.48885836278288314,1.0,8610.668255365505,10087.857169657686,0.02525828740893403,0.001656512180619064,9757efeecaad2dd09818c04fadd3b891b04cacc6845a5e48d589f923a5e340dc,12.682857714999045
15,g21-arm-extension-15,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.398441243972934,0.0047661691529459205,0.058000000000000045,0.00016682335284950414,6.508467592009328,0.49728511552638516,1.0,8381.488440607947,9744.274612880554,0.02622986344870576,0.001656512180619064,d6340bda65df3924e2d2bf07c68ea929be5d6e29dffea6bc237cba4d8fd207ea,12.654785798000376
16,g21-arm-extension-16,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-7.6692736451326375,0.003411702671643979,0.05000000000000004,0.00010478328767897564,7.728273778320073,0.5904854659474383,1.0,6578.992145640683,7702.597379697295,0.021817265294405072,0.001656512180619064,acff65c6de48150b10aab5a63e6613e4e59e3adc0861923bcbac170b7eb6aaf1,12.526809506000063
17,g21-arm-extension-17,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-7.588989258575252,0.003281667235173813,0.048000000000000036,9.935077513045414e-05,7.797056341711477,0.5957408574046056,1.0,6513.206578367173,7612.557808564075,0.02193221631910909,0.001656512180619064,f7f186f16627a94c7df7d60e821aa30b16d6a88d6e817c2bd580376458b2ef8d,12.840528298000208
18,g21-arm-extension-18,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-7.933498813157777,0.004606071704809422,0.057000000000000044,0.00015835716958220966,7.062928679194175,0.5396491961486992,1.0,6741.028409368299,7795.974454090158,0.022646993546707433,0.001656512180619064,a85fd485f6f186195763b723b7ffc349fe9a561ce38cc55ad19776cd4159c9b5,12.426035713999227
19,g21-arm-extension-19,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-7.870363071627108,0.0042406951092898715,0.05600000000000004,0.0001424285314694292,7.157313057368956,0.5468607164860144,1.0,6674.783774904894,7701.887592456277,0.022981338526881834,0.001656512180619064,166ef6c5c7ef87964dc39d01dfb286ac51d7a118768c338c47756f8e6f786f5a,12.671321006000653
