episode,seed,reset_seed,controller,success,sim_duration_s,max_pelvis_height_m,max_stable_hold_s,terminated,truncated,termination_reason
1,221030,1232936377,ppo_reference_residual,1,4.856000000000583,0.6315388406049972,2.000000000000668,1,0,success
2,221031,820366694,ppo_reference_residual,1,4.856000000000583,0.6315388406049972,2.000000000000668,1,0,success
3,221032,564952530,ppo_reference_residual,1,4.856000000000583,0.6315388406049972,2.000000000000668,1,0,success
4,221033,701763276,ppo_reference_residual,1,4.856000000000583,0.6315388406049972,2.000000000000668,1,0,success
5,221034,1414725255,ppo_reference_residual,1,4.856000000000583,0.6315388406049972,2.000000000000668,1,0,success
