index,name,status,success,reason,sim_seconds,max_stable_hold_s,feasible,constraint_envelope_pass,impact_pass,infeasible_eligible,infeasible_score,max_joint_excess_rad,any_joint_above_tolerance_s,excess_integral_rad_s,max_joint_speed_rad_s,max_velocity_ratio,max_actuation_limit_ratio,peak_ground_vertical_N,peak_ground_sum_norm_N,floor_penetration_m,self_penetration_m,actual_target_sha256,wall_seconds
0,g15-tail-cem-00,COMPLETE,False,time_limit,20.000000000003563,0.07799999999995677,False,False,False,True,-10.55181190576976,0.0035716037241139142,0.06100000000000005,0.00010611647566561791,6.676391158725371,0.5101154613940535,1.0,8429.03800544775,10293.667494868532,0.026457622739326607,0.0017927924786322067,dbb0dc8aed69e99b4ace3448bfee0a1f12d95fc5f806202e33644344cd7f3206,13.134319963999587
1,g15-tail-cem-01,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.241189468414026,0.0035716037241139142,0.06500000000000004,0.0001099134550359869,6.910312427363316,0.5279884189611336,1.0,8140.18866032427,10097.844779742816,0.02530183411984968,0.0017927924786322067,423f6157e5e994b2b15a88acb3fb7c5f526a1ed870c6e509160e10fd4f0b07ca,13.75718246500037
2,g15-tail-cem-02,COMPLETE,False,time_limit,20.000000000003563,0.0959999999999468,False,False,False,True,-10.21628834077562,0.0035716037241139142,0.059000000000000045,0.00010560075857026077,6.820288887815948,0.5211100922842259,1.0,8288.63664536614,10272.11907642922,0.02457883269221131,0.0017927924786322067,32599843b8b6a99cd0a36bc1de385b5a97f1c928a7ea6cf89fc50e9cfa4b958f,13.059027130999311
3,g15-tail-cem-03,COMPLETE,False,safety_abort:joint_limit_rad,6.4080000000010395,0.0,False,False,False,False,-8.328307460186284,0.050288508491202144,0.06600000000000004,0.000956525897355445,16.16158408545945,3.859021987932056,1.0,2041.8641806651453,2499.710906885431,0.024145889800100434,0.0017927924786322067,eff927c050c6730e631d0adc6eea2f8fa19bee325c24dce97d2818c6ec347c28,4.740268460998777
4,g15-tail-cem-04,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.764364589813814,0.0035716037241139142,0.07900000000000006,0.00011177855947050624,7.058727137701512,0.5393281737241375,1.0,7872.25049620569,9803.580635690043,0.023960221437228528,0.0017927924786322067,aca7eb3e238f5787f1ed1673db421a541c313cf31d7a48dc755f0e4dcf219718,13.44631004799885
5,g15-tail-cem-05,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.560839470810558,0.0035716037241139142,0.04500000000000003,0.00010129303274944832,6.848171584200017,0.523240493902813,1.0,8477.1235699025,10564.347270199274,0.023962049319036983,0.0017927924786322067,46a386b70b03f28cb59ae7f9077988defa4138804bc1d2a5842b8181410fa863,13.419006756999806
6,g15-tail-cem-06,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.345519583809669,0.0035716037241139142,0.04500000000000003,0.00010225409484092206,6.77263893789047,0.5174693565014112,1.0,8268.899479915523,10247.648630765976,0.024742792632162336,0.0017927924786322067,5743aff0810372b660616982fcbf6544628212c9c6ec456933d23c75d471468d,13.989498215001731
7,g15-tail-cem-07,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.916070959266248,0.0035716037241139142,0.057000000000000044,0.00010393746218780148,6.734605129039304,0.5145633503239078,1.0,8014.676612950566,9924.378651550305,0.02408113722355419,0.0017927924786322067,a4e2043a1587027c5c954897b9e89f4110db590af9ab201622dba83c25309f6a,13.411631880999266
8,g15-tail-cem-08,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.340263082518124,0.0035716037241139142,0.06300000000000004,0.0001084963830306647,6.760510094478282,0.5165426416930228,1.0,8296.095099613423,10305.44273756436,0.024552799650170022,0.0017927924786322067,3450abc278823ccb0845e5afc31be99422202fa18665eb07489936ba5796563f,13.458246173000589
9,g15-tail-cem-09,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.326182645357719,0.0035716037241139142,0.06100000000000005,0.00010574385999399597,6.832241912634494,0.5220233735203618,1.0,8217.226108018858,10206.172745426007,0.02521388371533119,0.0017927924786322067,c27b12470216ebba07a61a9f06ef632f3c483cbd55da7292c58a20a4f268df9d,13.680825880999691
10,g15-tail-cem-10,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.276038268484983,0.0035716037241139142,0.04900000000000004,0.00010254531883906783,6.8002368314400305,0.5195779975122273,1.0,8199.379598827465,10147.20092388257,0.02487809708587306,0.0017927924786322067,bcc6c924f4ca82a5945da9961d0767e1eec2c7f7f898ba53a50db92f0f5cd723,13.373570298999766
11,g15-tail-cem-11,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.671965159605856,0.0035716037241139142,0.060000000000000046,0.00010567506219385392,7.230046177931195,0.5524179536927869,1.0,7827.010870309299,9749.008068050076,0.02374741461083109,0.0017927924786322067,1cb360bc21d49ea770d3fc078d8a49f43e38efb41ee9df470359985e05837389,13.856405590000577
12,g15-tail-cem-12,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.168884022479993,0.0035716037241139142,0.06100000000000005,0.00010665511539852327,6.779210720733492,0.5179714792736471,1.0,8162.090077527237,10128.442477556697,0.02476752426508312,0.0017927924786322067,bede845853ffd83f40aa4b643060e763d46a43ed7d029588d9b91d1888a15ef7,13.33250858899919
13,g15-tail-cem-13,COMPLETE,False,safety_abort:joint_limit_rad,7.011000000000705,0.47800000000015963,False,False,False,False,-8.011420739570466,0.052005707531808776,0.07500000000000005,0.00048631073679991405,15.729654064983631,3.7558868350008674,1.0,2027.1140822239279,2484.730478344436,0.025481914256109225,0.0017927924786322067,ed827f7dc52c802d884413efde2af76a1ff6601451e7775324558ce5cf1b34be,5.033533419000378
14,g15-tail-cem-14,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.566704556843412,0.0035716037241139142,0.06600000000000004,0.00011189357041407353,6.785687989054218,0.518466380581771,1.0,8350.520322681192,10409.496649462857,0.025910789590674964,0.0017927924786322067,48f85ad56cfad4ce87a99705b0e4be6696b4f51587e3784a03f2e0d0e66c3b36,13.688169381999614
15,g15-tail-cem-15,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.35107995076594,0.0035716037241139142,0.060000000000000046,0.00010570318869310831,6.904941723899948,0.527578065701402,1.0,8181.203488519051,10148.96968740265,0.025823181443525134,0.0017927924786322067,7924e4455b0689c9a0430ebc7f42d2873f5749e524f761c9dda8289a77bd1b34,13.333512839000832
16,g15-tail-cem-16,COMPLETE,False,safety_abort:joint_limit_rad,7.468000000000452,0.18800000000006278,False,False,False,False,-8.839564323214274,0.052320317186966836,0.07300000000000005,0.00042748684343241,17.57423352443669,4.19633083200494,1.0,2091.955945186028,2560.396227753661,0.025542511627695275,0.0017927924786322067,c33d188abdcdefc9e82665fa112c68845f724758df0a36dce5d8b556b2435a98,5.106001002000994
17,g15-tail-cem-17,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.535777040938324,0.0035716037241139142,0.04500000000000003,0.00010129303274944832,6.839492366301126,0.5225773507259418,1.0,8307.97556878427,10291.837529104087,0.025970671791408925,0.0017927924786322067,86e239436e89159f3f0cc2d2f44423719f0baef8a927380938f2d5e49b3ad659,13.777700173000994
18,g15-tail-cem-18,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-10.309529819243108,0.0035716037241139142,0.07800000000000006,0.000109259401486967,6.892583194531021,0.5266338015381281,1.0,8137.126550966223,10130.558024337068,0.02581044277712982,0.0017927924786322067,acad6ef552c068786903976693243fd79d2a085c2d8880dd30f30e1401d4022d,13.885371255999416
