episode,seed,reset_seed,controller,success,sim_duration_s,max_pelvis_height_m,max_stable_hold_s,terminated,truncated,termination_reason
1,26092550,213463387,ppo_reference_residual,1,6.616000000000924,0.6279417009295285,2.000000000000421,1,0,success
2,26092551,308413748,ppo_reference_residual,1,6.616000000000924,0.6279417009295285,2.000000000000421,1,0,success
3,26092552,1566227658,ppo_reference_residual,1,6.616000000000924,0.6279417009295285,2.000000000000421,1,0,success
4,26092553,1566995308,ppo_reference_residual,1,6.616000000000924,0.6279417009295285,2.000000000000421,1,0,success
5,26092554,2115432659,ppo_reference_residual,1,6.616000000000924,0.6279417009295285,2.000000000000421,1,0,success
