event_labels,post_elapsed_s,pre_elapsed_s,joint,reference_phase,q_lower_rad,q_upper_rad,pre_q_rad,post_q_rad,pre_dq_rad_s,post_dq_rad_s,excess_rad,reference_at_control_endpoint_rad,requested_target_rad,adopted_native_target_rad,raw_pd_Nm,clipped_control_Nm,integration_joint_torque_Nm,integration_actuator_force_Nm,left_foot_weight,right_foot_weight,other_contact_norm_weight,integration_ground_vertical_N,postforward_ground_vertical_N,pelvis_height_m,torso_tilt_deg,com_speed_m_s,torso_angular_rad_s,floor_penetration_m,residual_gate
first_excess:left_ankle_pitch_joint:offset=-0.02,0.7859999999999137,0.7849999999999138,left_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.7967308315415912,-0.7970814771993551,-0.3224319833141207,-0.35064565776387824,0.0,-0.803,-0.803,-0.803,1.7671509324428225,1.7671509324428225,1.7671509324428225,1.7671509324428225,0.0,0.14855886356968961,1.699921996120232,601.404109632051,592.1389345667862,0.08333171860627729,80.11279719955431,0.052917593973703936,0.5496697765783878,0.004713437425379212,0.0
first_excess:left_ankle_pitch_joint:offset=-0.02,0.7859999999999137,0.7849999999999138,left_ankle_roll_joint,catch-knot-3,-0.262,0.262,-0.2556683181836094,-0.25566199146918434,0.015215861783565281,0.006326714425103281,0.0,-0.26180002510547634,-0.2618000251054764,-0.2618000317811966,-2.0116619040562553,-2.0116619040562553,-2.0116619040562553,-2.0116619040562553,0.0,0.14855886356968961,1.699921996120232,601.404109632051,592.1389345667862,0.08333171860627729,80.11279719955431,0.052917593973703936,0.5496697765783878,0.004713437425379212,0.0
first_excess:left_ankle_pitch_joint:offset=-0.02,0.7859999999999137,0.7849999999999138,right_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.8039335953833507,-0.8039861344008358,-0.05539128676978736,-0.05253901748508626,0.0009861344008357253,-0.803,-0.803,-0.803,0.9067594869022535,0.9067594869022535,0.9067594869022535,0.9067594869022535,0.0,0.14855886356968961,1.699921996120232,601.404109632051,592.1389345667862,0.08333171860627729,80.11279719955431,0.052917593973703936,0.5496697765783878,0.004713437425379212,0.0
first_excess:left_ankle_pitch_joint:offset=-0.02,0.7859999999999137,0.7849999999999138,right_ankle_roll_joint,catch-knot-3,-0.2625,0.2625,0.2063777785980809,0.20638006800329095,-0.006397948541085919,0.002289405210051088,0.0,0.2200465595721712,0.22004655957217242,0.22004656568169595,4.173020649869865,4.173020649869865,4.173020649869865,4.173020649869865,0.0,0.14855886356968961,1.699921996120232,601.404109632051,592.1389345667862,0.08333171860627729,80.11279719955431,0.052917593973703936,0.5496697765783878,0.004713437425379212,0.0
first_excess:left_ankle_pitch_joint:offset=-0.02,0.7859999999999137,0.7849999999999138,waist_pitch_joint,catch-knot-3,-0.314,0.314,-0.08533634239370307,-0.08624376317745788,-0.9651173206936215,-0.9074207837548112,0.0,-0.2901794636250796,-0.29017946362507646,-0.16963226866722106,-14.369721848406572,-14.369721848406572,-14.369721848406572,-14.369721848406572,0.0,0.14855886356968961,1.699921996120232,601.404109632051,592.1389345667862,0.08333171860627729,80.11279719955431,0.052917593973703936,0.5496697765783878,0.004713437425379212,0.0
first_excess:right_ankle_pitch_joint:offset=0.02,0.7939999999999128,0.7929999999999129,left_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.7994465203334575,-0.799726106391021,-0.29659629128541903,-0.2795860575635108,0.0,-0.803,-0.803,-0.803,2.289560081520451,2.289560081520451,2.289560081520451,2.289560081520451,0.0,0.14021555976799302,0.7120011307173166,408.4180905226423,295.02111795921513,0.08360875034467505,80.25427745402486,0.05346592030436504,0.43889318688665957,0.004501513479074397,0.0
first_excess:right_ankle_pitch_joint:offset=0.02,0.7939999999999128,0.7929999999999129,left_ankle_roll_joint,catch-knot-3,-0.262,0.262,-0.25592280133673445,-0.2559925033746795,-0.06455366102501514,-0.06970203794503911,0.0,-0.26180002510547634,-0.2618000251054764,-0.2618000317811966,-1.0328278299593483,-1.0328278299593483,-1.0328278299593483,-1.0328278299593483,0.0,0.14021555976799302,0.7120011307173166,408.4180905226423,295.02111795921513,0.08360875034467505,80.25427745402486,0.05346592030436504,0.43889318688665957,0.004501513479074397,0.0
first_excess:right_ankle_pitch_joint:offset=0.02,0.7939999999999128,0.7929999999999129,right_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.8042061469978397,-0.8042171268243334,-0.015378356657215441,-0.010979826493744724,0.0012171268243333921,-0.803,-0.803,-0.803,0.5358303437650396,0.5358303437650396,0.5358303437650396,0.5358303437650396,0.0,0.14021555976799302,0.7120011307173166,408.4180905226423,295.02111795921513,0.08360875034467505,80.25427745402486,0.05346592030436504,0.43889318688665957,0.004501513479074397,0.0
first_excess:right_ankle_pitch_joint:offset=0.02,0.7939999999999128,0.7929999999999129,right_ankle_roll_joint,catch-knot-3,-0.2625,0.2625,0.20774821918801356,0.20804119879887667,0.28873091589677974,0.2929796108631016,0.0,0.2200465595721712,0.22004655957217242,0.22004656568169595,0.4228865310036656,0.4228865310036656,0.4228865310036656,0.4228865310036656,0.0,0.14021555976799302,0.7120011307173166,408.4180905226423,295.02111795921513,0.08360875034467505,80.25427745402486,0.05346592030436504,0.43889318688665957,0.004501513479074397,0.0
first_excess:right_ankle_pitch_joint:offset=0.02,0.7939999999999128,0.7929999999999129,waist_pitch_joint,catch-knot-3,-0.314,0.314,-0.09180793184939598,-0.0925150420473232,-0.7392347970131172,-0.7071101979272266,0.0,-0.2901794636250796,-0.29017946362507646,-0.16963226866722106,-14.983814039634945,-14.983814039634945,-14.983814039634945,-14.983814039634945,0.0,0.14021555976799302,0.7120011307173166,408.4180905226423,295.02111795921513,0.08360875034467505,80.25427745402486,0.05346592030436504,0.43889318688665957,0.004501513479074397,0.0
first_excess:left_ankle_pitch_joint:offset=0,0.8059999999999115,0.8049999999999116,left_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.802814730268945,-0.8031722450797707,-0.37771032286516404,-0.35751481082564934,0.00017224507977064984,-0.8030000000000002,-0.803,-0.803,4.217723570637373,4.217723570637373,4.217723570637373,4.217723570637373,0.0,0.0,0.8771978510752918,356.7915604312278,291.2027499281161,0.08365641958303684,80.34416227866448,0.06844269165037883,0.23629184683518398,0.0031036467194498346,0.0
first_excess:left_ankle_pitch_joint:offset=0,0.8059999999999115,0.8049999999999116,left_ankle_roll_joint,catch-knot-3,-0.262,0.262,-0.2565165174841435,-0.25652628230502317,-0.004587364691163781,-0.009764820879673614,0.0,-0.2618000319004059,-0.2618000319004059,-0.2618000317811966,-1.5331541822215657,-1.5331541822215657,-1.5331541822215657,-1.5331541822215657,0.0,0.0,0.8771978510752918,356.7915604312278,291.2027499281161,0.08365641958303684,80.34416227866448,0.06844269165037883,0.23629184683518398,0.0031036467194498346,0.0
first_excess:left_ankle_pitch_joint:offset=0,0.8059999999999115,0.8049999999999116,right_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.8043772717718172,-0.8043954620962684,-0.0220248253901001,-0.018190324451302958,0.0013954620962683961,-0.8030000000000002,-0.803,-0.803,0.6623639857497678,0.6623639857497678,0.6623639857497678,0.6623639857497678,0.0,0.0,0.8771978510752918,356.7915604312278,291.2027499281161,0.08365641958303684,80.34416227866448,0.06844269165037883,0.23629184683518398,0.0031036467194498346,0.0
