event_labels,post_elapsed_s,pre_elapsed_s,joint,reference_phase,q_lower_rad,q_upper_rad,pre_q_rad,post_q_rad,pre_dq_rad_s,post_dq_rad_s,excess_rad,reference_at_control_endpoint_rad,requested_target_rad,adopted_native_target_rad,raw_pd_Nm,clipped_control_Nm,integration_joint_torque_Nm,integration_actuator_force_Nm,left_foot_weight,right_foot_weight,other_contact_norm_weight,integration_ground_vertical_N,postforward_ground_vertical_N,pelvis_height_m,torso_tilt_deg,com_speed_m_s,torso_angular_rad_s,floor_penetration_m,residual_gate
first_excess:left_ankle_pitch_joint:offset=0,0.8059999999999115,0.8049999999999116,right_ankle_roll_joint,catch-knot-3,-0.2625,0.2625,0.20964128578579672,0.21004474036229373,0.3256819834824007,0.40345457649702327,0.0,0.2311160976886251,0.23111609768862632,0.23111609369516373,2.7577713483190522,2.7577713483190522,2.7577713483190522,2.7577713483190522,0.0,0.0,0.8771978510752918,356.7915604312278,291.2027499281161,0.08365641958303684,80.34416227866448,0.06844269165037883,0.23629184683518398,0.0031036467194498346,0.0
first_excess:left_ankle_pitch_joint:offset=0,0.8059999999999115,0.8049999999999116,waist_pitch_joint,catch-knot-3,-0.314,0.314,-0.09736390624013369,-0.09763353320267464,-0.23080500382160968,-0.26962696254094526,0.0,-0.26164464640630225,-0.26164464640629903,-0.19363226902484895,-26.269248302069823,-26.269248302069823,-26.269248302069823,-26.269248302069823,0.0,0.0,0.8771978510752918,356.7915604312278,291.2027499281161,0.08365641958303684,80.34416227866448,0.06844269165037883,0.23629184683518398,0.0031036467194498346,0.0
first_excess:left_ankle_pitch_joint:offset=0.02,0.8259999999999093,0.8249999999999094,left_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.8055186988394237,-0.8055270403468159,-0.014988059894420433,-0.008341507392107777,0.0025270403468158342,-0.803,-0.803,-0.803,0.9251801924379021,0.9251801924379021,0.9251801924379021,0.9251801924379021,0.0,0.0,1.5452499940679671,480.71117965272583,470.3349128164052,0.08307207661586727,80.29614710374275,0.05445485176997211,0.45358129039556666,7.694648596615061e-05,0.0
first_excess:left_ankle_pitch_joint:offset=0.02,0.8259999999999093,0.8249999999999094,left_ankle_roll_joint,catch-knot-3,-0.262,0.262,-0.2576167670419324,-0.2576797793444846,-0.04608845751942657,-0.06301230255217541,0.0,-0.2618000386953354,-0.2618000386953354,-0.2618000317811966,-0.7335480482366165,-0.7335480482366165,-0.7335480482366165,-0.7335480482366165,0.0,0.0,1.5452499940679671,480.71117965272583,470.3349128164052,0.08307207661586727,80.29614710374275,0.05445485176997211,0.45358129039556666,7.694648596615061e-05,0.0
first_excess:left_ankle_pitch_joint:offset=0.02,0.8259999999999093,0.8249999999999094,right_ankle_pitch_joint,catch-knot-3,-0.803,0.453,-0.8044238117566433,-0.8044425319301529,-0.023480337222656678,-0.018720173509518514,0.0014425319301528683,-0.803,-0.803,-0.803,0.6927932177879893,0.6927932177879893,0.6927932177879893,0.6927932177879893,0.0,0.0,1.5452499940679671,480.71117965272583,470.3349128164052,0.08307207661586727,80.29614710374275,0.05445485176997211,0.45358129039556666,7.694648596615061e-05,0.0
first_excess:left_ankle_pitch_joint:offset=0.02,0.8259999999999093,0.8249999999999094,right_ankle_roll_joint,catch-knot-3,-0.2625,0.2625,0.21631441942086382,0.2166423227341494,0.17806634772750668,0.32790331328558237,0.0,0.24218563580507896,0.24218563580508018,0.24218563735485077,5.746774628528216,5.746774628528216,5.746774628528216,5.746774628528216,0.0,0.0,1.5452499940679671,480.71117965272583,470.3349128164052,0.08307207661586727,80.29614710374275,0.05445485176997211,0.45358129039556666,7.694648596615061e-05,0.0
first_excess:left_ankle_pitch_joint:offset=0.02,0.8259999999999093,0.8249999999999094,waist_pitch_joint,catch-knot-3,-0.314,0.314,-0.09822575890365748,-0.09800170713859034,0.21619344948922467,0.2240517650671418,0.0,-0.23310982918752482,-0.23310982918752166,-0.21763226938247682,-38.267902810556876,-38.267902810556876,-38.267902810556876,-38.267902810556876,0.0,0.0,1.5452499940679671,480.71117965272583,470.3349128164052,0.08307207661586727,80.29614710374275,0.05445485176997211,0.45358129039556666,7.694648596615061e-05,0.0
first_excess:left_ankle_roll_joint:offset=-0.02,0.9069999999999003,0.9059999999999004,left_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8043833023788065,-0.8043904672070904,-0.008519953529515716,-0.007164828283855047,0.0013904672070903512,-0.803,-0.803,-0.803,0.5113829842997756,0.5113829842997756,0.5113829842997756,0.5113829842997756,0.0,0.0,1.2416959291030867,243.49718931863842,401.93235811177595,0.08150757229027311,79.17057836751837,0.0984083861361282,1.5382032620565427,0.0003045633175017548,0.0
first_excess:left_ankle_roll_joint:offset=-0.02,0.9069999999999003,0.9059999999999004,left_ankle_roll_joint,catch-knot-4,-0.262,0.262,-0.260941177209102,-0.26095028737098214,-0.004811828462088488,-0.009110161880153978,0.0,-0.2618000355958939,-0.2618000355958938,-0.2618000317811966,-0.20321674706119688,-0.20321674706119688,-0.20321674706119688,-0.20321674706119688,0.0,0.0,1.2416959291030867,243.49718931863842,401.93235811177595,0.08150757229027311,79.17057836751837,0.0984083861361282,1.5382032620565427,0.0003045633175017548,0.0
first_excess:left_ankle_roll_joint:offset=-0.02,0.9069999999999003,0.9059999999999004,right_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8039138035972194,-0.8039089337676016,0.003756032110380938,0.00486982961773984,0.0009089337676015941,-0.803,-0.803,-0.803,0.23164642675613628,0.23164642675613628,0.23164642675613628,0.23164642675613628,0.0,0.0,1.2416959291030867,243.49718931863842,401.93235811177595,0.08150757229027311,79.17057836751837,0.0984083861361282,1.5382032620565427,0.0003045633175017548,0.0
first_excess:left_ankle_roll_joint:offset=-0.02,0.9069999999999003,0.9059999999999004,right_ankle_roll_joint,catch-knot-4,-0.2625,0.2625,0.25117748836352793,0.25142876108565654,0.24004347915494603,0.25127272212857665,0.0,0.2618000351190567,0.2618000351190567,0.26180003508925437,0.4709820674767462,0.4709820674767462,0.4709820674767462,0.4709820674767462,0.0,0.0,1.2416959291030867,243.49718931863842,401.93235811177595,0.08150757229027311,79.17057836751837,0.0984083861361282,1.5382032620565427,0.0003045633175017548,0.0
first_excess:left_ankle_roll_joint:offset=-0.02,0.9069999999999003,0.9059999999999004,waist_pitch_joint,catch-knot-4,-0.314,0.314,-0.043507565907036506,-0.04144158291970807,2.024790780258928,2.0659829873284385,0.0,-0.10514704339223765,-0.1051470433922338,-0.13257500928640364,-49.62812567309156,-48.0,-48.0,-48.0,0.0,0.0,1.2416959291030867,243.49718931863842,401.93235811177595,0.08150757229027311,79.17057836751837,0.0984083861361282,1.5382032620565427,0.0003045633175017548,0.0
first_excess:left_ankle_roll_joint:offset=0,0.9269999999998981,0.9259999999998982,left_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8046270977745044,-0.8046957776850011,-0.05721333397394298,-0.06867991049678268,0.0016957776850010653,-0.803,-0.803,-0.803,1.1354243151875472,1.1354243151875472,1.1354243151875472,1.1354243151875472,0.3671007967079595,0.0,0.6330700883479401,385.1431209561339,383.43967471822674,0.08128782847013995,78.33233811327376,0.11745484303284225,1.799958398516468,0.0004620710671266485,0.0
first_excess:left_ankle_roll_joint:offset=0,0.9269999999998981,0.9259999999998982,left_ankle_roll_joint,catch-knot-4,-0.262,0.262,-0.2619122241768074,-0.2621525866335009,-0.22480417008703485,-0.240362456693537,0.00015258663350087298,-0.2618000288009643,-0.26180002880096437,-0.2618000317811966,2.5770265684041354,2.5770265684041354,2.5770265684041354,2.5770265684041354,0.3671007967079595,0.0,0.6330700883479401,385.1431209561339,383.43967471822674,0.08128782847013995,78.33233811327376,0.11745484303284225,1.799958398516468,0.0004620710671266485,0.0
first_excess:left_ankle_roll_joint:offset=0,0.9269999999998981,0.9259999999998982,right_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8036793443921332,-0.803678385311068,0.0002699669018490636,0.000959081065068538,0.0006783853110680083,-0.803,-0.803,-0.803,0.20074899080804465,0.20074899080804465,0.20074899080804465,0.20074899080804465,0.3671007967079595,0.0,0.6330700883479401,385.1431209561339,383.43967471822674,0.08128782847013995,78.33233811327376,0.11745484303284225,1.799958398516468,0.0004620710671266485,0.0
first_excess:left_ankle_roll_joint:offset=0,0.9269999999998981,0.9259999999998982,right_ankle_roll_joint,catch-knot-4,-0.2625,0.2625,0.255042417852249,0.2552145371502842,0.16502072016855657,0.1721192980351579,0.0,0.26180001473426817,0.26180001473426817,0.26180001944303516,0.16028415295625864,0.16028415295625864,0.16028415295625864,0.16028415295625864,0.3671007967079595,0.0,0.6330700883479401,385.1431209561339,383.43967471822674,0.08128782847013995,78.33233811327376,0.11745484303284225,1.799958398516468,0.0004620710671266485,0.0
first_excess:left_ankle_roll_joint:offset=0,0.9269999999998981,0.9259999999998982,waist_pitch_joint,catch-knot-4,-0.314,0.314,0.0028597171003122476,0.005682875738754573,2.774250172215281,2.8231586384423255,0.0,-0.07040797054785534,-0.07040797054785149,-0.10857500892877579,-64.81747556042838,-48.0,-48.0,-48.0,0.3671007967079595,0.0,0.6330700883479401,385.1431209561339,383.43967471822674,0.08128782847013995,78.33233811327376,0.11745484303284225,1.799958398516468,0.0004620710671266485,0.0
first_excess:left_ankle_roll_joint:offset=0.02,0.9469999999998959,0.945999999999896,left_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8067128311070273,-0.8068410797170131,-0.1285891690620549,-0.12824860998579718,0.003841079717013085,-0.803,-0.803,-0.803,2.5686697070029334,2.5686697070029334,2.5686697070029334,2.5686697070029334,0.4091650239205732,0.0,0.6453347177840899,397.7612956499346,396.7654277757334,0.08116077273293745,77.2505260689757,0.14033816314921727,2.0207291515480943,0.0015811647261182614,0.0
first_excess:left_ankle_roll_joint:offset=0.02,0.9469999999998959,0.945999999999896,left_ankle_roll_joint,catch-knot-4,-0.262,0.262,-0.2572697062140643,-0.25688423379694914,0.39047535320646576,0.3854724171151803,0.0,-0.26180002200603486,-0.2618000220060348,-0.26180001616477966,-5.776817307430672,-5.776817307430672,-5.776817307430672,-5.776817307430672,0.4091650239205732,0.0,0.6453347177840899,397.7612956499346,396.7654277757334,0.08116077273293745,77.2505260689757,0.14033816314921727,2.0207291515480943,0.0015811647261182614,0.0
first_excess:left_ankle_roll_joint:offset=0.02,0.9469999999998959,0.945999999999896,right_ankle_pitch_joint,catch-knot-4,-0.803,0.453,-0.8034106721033677,-0.8034089043740551,0.001822969003359018,0.0017677293126416927,0.0004089043740550524,-0.803,-0.803,-0.803,0.10257709110360588,0.10257709110360588,0.10257709110360588,0.10257709110360588,0.4091650239205732,0.0,0.6453347177840899,397.7612956499346,396.7654277757334,0.08116077273293745,77.2505260689757,0.14033816314921727,2.0207291515480943,0.0015811647261182614,0.0
first_excess:left_ankle_roll_joint:offset=0.02,0.9469999999998959,0.945999999999896,right_ankle_roll_joint,catch-knot-4,-0.2625,0.2625,0.2579569081398185,0.25809981180525404,0.14348529581231545,0.14290366543557348,0.0,0.2617999943494797,0.26179999434947965,0.26179998815059663,-0.4704268074776894,-0.4704268074776894,-0.4704268074776894,-0.4704268074776894,0.4091650239205732,0.0,0.6453347177840899,397.7612956499346,396.7654277757334,0.08116077273293745,77.2505260689757,0.14033816314921727,2.0207291515480943,0.0015811647261182614,0.0
first_excess:left_ankle_roll_joint:offset=0.02,0.9469999999998959,0.945999999999896,waist_pitch_joint,catch-knot-4,-0.314,0.314,0.06437243701380665,0.06805029778047231,3.6132502444781944,3.6778607666656566,0.0,-0.03566889770347305,-0.0356688977034692,-0.08457500857114791,-85.56349367539809,-48.0,-48.0,-48.0,0.4091650239205732,0.0,0.6453347177840899,397.7612956499346,396.7654277757334,0.08116077273293745,77.2505260689757,0.14033816314921727,2.0207291515480943,0.0015811647261182614,0.0
first_excess:waist_pitch_joint:offset=-0.02,0.9789999999998924,0.9779999999998925,left_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8091763943501405,-0.8092038176375989,-0.030142659317621216,-0.027423287458262037,0.0062038176375988074,-0.803,-0.803,-0.803,2.193943565945924,2.193943565945924,2.193943565945924,2.193943565945924,0.3015320147961516,0.0,0.5945152238501856,327.9446704616949,326.7010286818936,0.08132278927858118,74.89331689727345,0.1943921517611741,2.3233919089871153,0.0005099570269362251,0.0
first_excess:waist_pitch_joint:offset=-0.02,0.9789999999998924,0.9779999999998925,left_ankle_roll_joint,catch-knot-5,-0.262,0.262,-0.2519001117371206,-0.2518086517581235,0.09327653345580598,0.09145997899713922,0.0,-0.26180002093315125,-0.26180002093315125,-0.26180001616477966,-4.025274837612499,-4.025274837612499,-4.025274837612499,-4.025274837612499,0.3015320147961516,0.0,0.5945152238501856,327.9446704616949,326.7010286818936,0.08132278927858118,74.89331689727345,0.1943921517611741,2.3233919089871153,0.0005099570269362251,0.0
first_excess:waist_pitch_joint:offset=-0.02,0.9789999999998924,0.9779999999998925,right_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8027607662392047,-0.8027251692888487,0.03377476000894278,0.035596950355930836,0.0,-0.803,-0.803,-0.803,-0.4538879176029595,-0.4538879176029595,-0.4538879176029595,-0.4538879176029595,0.3015320147961516,0.0,0.5945152238501856,327.9446704616949,326.7010286818936,0.08132278927858118,74.89331689727345,0.1943921517611741,2.3233919089871153,0.0005099570269362251,0.0
first_excess:waist_pitch_joint:offset=-0.02,0.9789999999998924,0.9779999999998925,right_ankle_roll_joint,catch-knot-5,-0.2625,0.2625,0.26084359400573,0.26087694747313217,0.03666090295419756,0.03335346740218884,0.0,0.26180000257492064,0.26180000257492064,0.2618000037968159,-0.12784783200758737,-0.12784783200758737,-0.12784783200758737,-0.12784783200758737,0.3015320147961516,0.0,0.5945152238501856,327.9446704616949,326.7010286818936,0.08132278927858118,74.89331689727345,0.1943921517611741,2.3233919089871153,0.0005099570269362251,0.0
first_excess:waist_pitch_joint:offset=-0.02,0.9789999999998924,0.9779999999998925,waist_pitch_joint,catch-knot-5,-0.314,0.314,0.20370825992982425,0.20854406939991918,4.857819313863525,4.835809470094933,0.0,-0.012860312730184606,-0.012860312730182323,-0.06057501289248467,-134.24493350448276,-48.0,-48.0,-48.0,0.3015320147961516,0.0,0.5945152238501856,327.9446704616949,326.7010286818936,0.08132278927858118,74.89331689727345,0.1943921517611741,2.3233919089871153,0.0005099570269362251,0.0
first_excess:waist_pitch_joint:offset=0|max_excess:waist_pitch_joint:offset=-0.02,0.9989999999998902,0.9979999999998903,left_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8097836701798354,-0.8097924606965692,-0.010682204757487204,-0.008790516733716777,0.006792460696569136,-0.803,-0.803,-0.803,2.155956404703295,2.155956404703295,2.155956404703295,2.155956404703295,0.3250620466399926,0.0,1.2444922051151441,557.8418846675362,544.144179903323,0.08136814581232074,73.14361137926686,0.2410807953333885,2.4547696049594085,0.0005170386079538375,0.0
first_excess:waist_pitch_joint:offset=0|max_excess:waist_pitch_joint:offset=-0.02,0.9989999999998902,0.9979999999998903,left_ankle_roll_joint,catch-knot-5,-0.262,0.262,-0.25190291559556544,-0.25189265605485633,0.010499993652425512,0.010259540709109411,0.0,-0.26180002093315125,-0.26180002093315125,-0.26180001616477966,-3.0879240381889996,-3.0879240381889996,-3.0879240381889996,-3.0879240381889996,0.3250620466399926,0.0,1.2444922051151441,557.8418846675362,544.144179903323,0.08136814581232074,73.14361137926686,0.2410807953333885,2.4547696049594085,0.0005170386079538375,0.0
first_excess:waist_pitch_joint:offset=0|max_excess:waist_pitch_joint:offset=-0.02,0.9989999999998902,0.9979999999998903,right_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8029164791864096,-0.802896926327515,0.02107371329661826,0.019552858894604994,0.0,-0.803,-0.803,-0.803,-0.2634780933062444,-0.2634780933062444,-0.2634780933062444,-0.2634780933062444,0.3250620466399926,0.0,1.2444922051151441,557.8418846675362,544.144179903323,0.08136814581232074,73.14361137926686,0.2410807953333885,2.4547696049594085,0.0005170386079538375,0.0
first_excess:waist_pitch_joint:offset=0|max_excess:waist_pitch_joint:offset=-0.02,0.9989999999998902,0.9979999999998903,right_ankle_roll_joint,catch-knot-5,-0.2625,0.2625,0.26209540648109736,0.26211914122220487,0.027018234202539765,0.02373474110748064,0.0,0.26180001616477966,0.26180001616477966,0.26180001944303516,-0.394292537343495,-0.394292537343495,-0.394292537343495,-0.394292537343495,0.3250620466399926,0.0,1.2444922051151441,557.8418846675362,544.144179903323,0.08136814581232074,73.14361137926686,0.2410807953333885,2.4547696049594085,0.0005170386079538375,0.0
first_excess:waist_pitch_joint:offset=0|max_excess:waist_pitch_joint:offset=-0.02,0.9989999999998902,0.9979999999998903,waist_pitch_joint,catch-knot-5,-0.314,0.314,0.3098942309683664,0.31473931377824094,5.3663814082713035,4.84508280987457,0.0007393137782409354,0.007711305767184786,0.007711305767187069,-0.036575012534856795,-164.6544479985198,-48.0,-48.0,-48.0,0.3250620466399926,0.0,1.2444922051151441,557.8418846675362,544.144179903323,0.08136814581232074,73.14361137926686,0.2410807953333885,2.4547696049594085,0.0005170386079538375,0.0
first_excess:waist_pitch_joint:offset=0.02|max_excess:waist_pitch_joint:offset=0,1.018999999999888,1.017999999999888,left_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8104348378792046,-0.8104778633011813,-0.04209566727585567,-0.043025421976708056,0.007477863301181276,-0.8029999999999999,-0.803,-0.803,2.7067094723906373,2.7067094723906373,2.7067094723906373,2.7067094723906373,0.5209917430873472,0.0,0.0,213.98641394734008,214.4876638702764,0.08213349235588635,72.730728851387,0.2533495411850006,1.7315375589903501,0.00046534294460892894,0.0
first_excess:waist_pitch_joint:offset=0.02|max_excess:waist_pitch_joint:offset=0,1.018999999999888,1.017999999999888,left_ankle_roll_joint,catch-knot-5,-0.262,0.262,-0.2513309432653146,-0.25117521314397784,0.15270110621937705,0.155730121336756,0.0,-0.26180002093315125,-0.26180002093315125,-0.26180001616477966,-4.868337673078066,-4.868337673078066,-4.868337673078066,-4.868337673078066,0.5209917430873472,0.0,0.0,213.98641394734008,214.4876638702764,0.08213349235588635,72.730728851387,0.2533495411850006,1.7315375589903501,0.00046534294460892894,0.0
first_excess:waist_pitch_joint:offset=0.02|max_excess:waist_pitch_joint:offset=0,1.018999999999888,1.017999999999888,right_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8033324401210545,-0.8033354545380068,-0.003963534504918307,-0.003014416952326886,0.00033545453800676306,-0.8029999999999999,-0.803,-0.803,0.14457431033066037,0.14457431033066037,0.14457431033066037,0.14457431033066037,0.5209917430873472,0.0,0.0,213.98641394734008,214.4876638702764,0.08213349235588635,72.730728851387,0.2533495411850006,1.7315375589903501,0.00046534294460892894,0.0
first_excess:waist_pitch_joint:offset=0.02|max_excess:waist_pitch_joint:offset=0,1.018999999999888,1.017999999999888,right_ankle_roll_joint,catch-knot-5,-0.2625,0.2625,0.2620928227933754,0.26203693964555297,-0.055860408082078546,-0.05588314782246603,0.0,0.2618000297546387,0.2618000297546387,0.26180003508925437,0.5441520624386523,0.5441520624386523,0.5441520624386523,0.5441520624386523,0.5209917430873472,0.0,0.0,213.98641394734008,214.4876638702764,0.08213349235588635,72.730728851387,0.2533495411850006,1.7315375589903501,0.00046534294460892894,0.0
first_excess:waist_pitch_joint:offset=0.02|max_excess:waist_pitch_joint:offset=0,1.018999999999888,1.017999999999888,waist_pitch_joint,catch-knot-5,-0.314,0.314,0.34864200503994197,0.34871258475872535,0.16991131071751706,0.07057971878336272,0.03471258475872535,0.028282924264554185,0.028282924264556468,-0.012575012177228928,-110.28743220528969,-48.0,-48.0,-48.0,0.5209917430873472,0.0,0.0,213.98641394734008,214.4876638702764,0.08213349235588635,72.730728851387,0.2533495411850006,1.7315375589903501,0.00046534294460892894,0.0
max_excess:waist_pitch_joint:offset=0.02,1.0389999999998858,1.037999999999886,left_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8116672666527691,-0.8117172777114346,-0.05049264577217332,-0.050011058665583995,0.008717277711434601,-0.803,-0.803,-0.803,3.1714390714395844,3.1714390714395844,3.1714390714395844,3.1714390714395844,0.5063788690875906,0.0,1.081444127720534,211.38871949360077,570.131797339038,0.08616072592984735,73.49960041719025,0.3338527221763796,1.8834343414427634,0.00018778220690819202,0.0
max_excess:waist_pitch_joint:offset=0.02,1.0389999999998858,1.037999999999886,left_ankle_roll_joint,catch-knot-5,-0.262,0.262,-0.24834872782877387,-0.248166483201948,0.18113327121635153,0.18224462682585493,0.0,-0.26180002093315125,-0.26180002093315125,-0.26180001616477966,-6.084675530811083,-6.084675530811083,-6.084675530811083,-6.084675530811083,0.5063788690875906,0.0,1.081444127720534,211.38871949360077,570.131797339038,0.08616072592984735,73.49960041719025,0.3338527221763796,1.8834343414427634,0.00018778220690819202,0.0
max_excess:waist_pitch_joint:offset=0.02,1.0389999999998858,1.037999999999886,right_ankle_pitch_joint,catch-knot-5,-0.803,0.453,-0.8033614323029308,-0.8033513813035759,0.01051639954219394,0.010050999354961588,0.0003513813035758151,-0.803,-0.803,-0.803,-0.010549788000019752,-0.010549788000019752,-0.010549788000019752,-0.010549788000019752,0.5063788690875906,0.0,1.081444127720534,211.38871949360077,570.131797339038,0.08616072592984735,73.49960041719025,0.3338527221763796,1.8834343414427634,0.00018778220690819202,0.0
max_excess:waist_pitch_joint:offset=0.02,1.0389999999998858,1.037999999999886,right_ankle_roll_joint,catch-knot-5,-0.2625,0.2625,0.2618469710360598,0.2618198808402538,-0.026680887051920812,-0.027090195806013722,0.0,0.2618000433444977,0.2618000433444977,0.26180005073547363,0.2877836884239171,0.2877836884239171,0.2877836884239171,0.2877836884239171,0.5063788690875906,0.0,1.081444127720534,211.38871949360077,570.131797339038,0.08616072592984735,73.49960041719025,0.3338527221763796,1.8834343414427634,0.00018778220690819202,0.0
max_excess:waist_pitch_joint:offset=0.02,1.0389999999998858,1.037999999999886,waist_pitch_joint,catch-knot-5,-0.314,0.314,0.34123637002317975,0.3406494744151464,-0.5770704264221279,-0.5868956080333093,0.026649474415146424,0.04885454276192358,0.048854542761925863,0.011424988180398941,-92.41460796490945,-48.0,-48.0,-48.0,0.5063788690875906,0.0,1.081444127720534,211.38871949360077,570.131797339038,0.08616072592984735,73.49960041719025,0.3338527221763796,1.8834343414427634,0.00018778220690819202,0.0
first_excess:right_ankle_roll_joint:offset=-0.02,1.2079999999998672,1.2069999999998673,left_ankle_pitch_joint,catch-knot-7,-0.803,0.453,-0.8016762185373828,-0.8015413935678353,0.12924229209723886,0.13482496954755374,0.0,-0.803,-0.803,-0.803,-1.8593440573139761,-1.8593440573139761,-1.8593440573139761,-1.8593440573139761,0.0,0.0,1.287608211669476,426.53898337119875,374.8350710971188,0.24174203728785465,95.91830435116144,0.760620360001807,3.5655073958392878,7.405512434693895e-06,0.0
first_excess:right_ankle_roll_joint:offset=-0.02,1.2079999999998672,1.2069999999998673,left_ankle_roll_joint,catch-knot-7,-0.262,0.262,-0.2591080730234659,-0.2591990278748369,-0.10080671405401288,-0.09095485137101764,0.0,-0.2618000485897064,-0.2618000485897064,-0.26180004739761353,0.3329054653033192,0.3329054653033192,0.3329054653033192,0.3329054653033192,0.0,0.0,1.287608211669476,426.53898337119875,374.8350710971188,0.24174203728785465,95.91830435116144,0.760620360001807,3.5655073958392878,7.405512434693895e-06,0.0
first_excess:right_ankle_roll_joint:offset=-0.02,1.2079999999998672,1.2069999999998673,right_ankle_pitch_joint,catch-knot-7,-0.803,0.453,-0.8049998072120317,-0.8049597549987612,0.03973950987337967,0.04005221327055712,0.0019597549987611096,-0.803,-0.803,-0.803,0.15034093300954593,0.15034093300954593,0.15034093300954593,0.15034093300954593,0.0,0.0,1.287608211669476,426.53898337119875,374.8350710971188,0.24174203728785465,95.91830435116144,0.760620360001807,3.5655073958392878,7.405512434693895e-06,0.0
first_excess:right_ankle_roll_joint:offset=-0.02,1.2079999999998672,1.2069999999998673,right_ankle_roll_joint,catch-knot-7,-0.2625,0.2625,0.25868629375175184,0.2587432851187702,0.046899568235128475,0.05699136701838011,0.0,0.2618000230789184,0.2618000230789185,0.26180001944303516,0.40350966364450724,0.40350966364450724,0.40350966364450724,0.40350966364450724,0.0,0.0,1.287608211669476,426.53898337119875,374.8350710971188,0.24174203728785465,95.91830435116144,0.760620360001807,3.5655073958392878,7.405512434693895e-06,0.0
first_excess:right_ankle_roll_joint:offset=-0.02,1.2079999999998672,1.2069999999998673,waist_pitch_joint,catch-knot-7,-0.314,0.314,0.20978926368946677,0.2069223743104442,-2.9688234347912235,-2.8668893790225654,0.0,0.11109603524210646,0.11109603524210604,0.11109603506326675,3.980434338322592,3.980434338322592,3.980434338322592,3.980434338322592,0.0,0.0,1.287608211669476,426.53898337119875,374.8350710971188,0.24174203728785465,95.91830435116144,0.760620360001807,3.5655073958392878,7.405512434693895e-06,0.0
first_excess:right_ankle_roll_joint:offset=0,1.227999999999865,1.226999999999865,left_ankle_pitch_joint,catch-knot-8,-0.803,0.453,-0.7988253172194354,-0.7987555852947252,0.06896040746385225,0.06973192471011408,0.0,-0.803,-0.803,-0.803,-2.0326027821866335,-2.0326027821866335,-2.0326027821866335,-2.0326027821866335,0.0,0.0,0.0,0.0,0.0,0.2530388463623666,98.504269381481,0.680889191709999,2.860223603983453,0.0,0.0
first_excess:right_ankle_roll_joint:offset=0,1.227999999999865,1.226999999999865,left_ankle_roll_joint,catch-knot-8,-0.262,0.262,-0.2602665756421935,-0.2603122120258076,-0.05219276722327271,-0.04563638361412694,0.0,-0.26180005073547363,-0.26180005073547363,-0.26180004739761353,0.13045222749346985,0.13045222749346985,0.13045222749346985,0.13045222749346985,0.0,0.0,0.0,0.0,0.0,0.2530388463623666,98.504269381481,0.680889191709999,2.860223603983453,0.0,0.0
first_excess:right_ankle_roll_joint:offset=0,1.227999999999865,1.226999999999865,right_ankle_pitch_joint,catch-knot-8,-0.803,0.453,-0.804139367594848,-0.8041208710463209,-0.009537007179178316,0.01849654852716338,0.0011208710463208593,-0.803,-0.803,-0.803,0.44970919763235034,0.44970919763235034,0.44970919763235034,0.44970919763235034,0.0,0.0,0.0,0.0,0.0,0.2530388463623666,98.504269381481,0.680889191709999,2.860223603983453,0.0,0.0
first_excess:right_ankle_roll_joint:offset=0,1.227999999999865,1.226999999999865,right_ankle_roll_joint,catch-knot-8,-0.2625,0.2625,0.26243893283509134,0.2626317403059913,0.2958722898617092,0.1928074708999253,0.00013174030599127917,0.2618000255823135,0.2618000255823135,0.26180001944303516,-3.539086858039358,-3.539086858039358,-3.539086858039358,-3.539086858039358,0.0,0.0,0.0,0.0,0.0,0.2530388463623666,98.504269381481,0.680889191709999,2.860223603983453,0.0,0.0
first_excess:right_ankle_roll_joint:offset=0,1.227999999999865,1.226999999999865,waist_pitch_joint,catch-knot-8,-0.314,0.314,0.14730281695056943,0.14435667629976232,-2.941313345135086,-2.9461406508071297,0.0,0.07869284346730793,0.07869284346730288,0.08709603470563888,15.215127117552957,15.215127117552957,15.215127117552957,15.215127117552957,0.0,0.0,0.0,0.0,0.0,0.2530388463623666,98.504269381481,0.680889191709999,2.860223603983453,0.0,0.0
first_excess:right_ankle_roll_joint:offset=0.02,1.2479999999998628,1.2469999999998629,left_ankle_pitch_joint,catch-knot-8,-0.803,0.453,-0.7971240861246517,-0.7971108225414127,0.014198197787360959,0.01326358323889999,0.0,-0.8029999999999999,-0.8029999999999999,-0.803,-1.9234084335816402,-1.9234084335816402,-1.9234084335816402,-1.9234084335816402,0.0,0.0,0.0,0.0,0.0,0.25918452020081095,100.27190249604928,0.6429141508137062,1.7842347061880042,0.0,0.0
