index,name,status,success,reason,sim_seconds,max_stable_hold_s,feasible,constraint_envelope_pass,impact_pass,infeasible_eligible,infeasible_score,max_joint_excess_rad,any_joint_above_tolerance_s,excess_integral_rad_s,max_joint_speed_rad_s,max_velocity_ratio,max_actuation_limit_ratio,peak_ground_vertical_N,peak_ground_sum_norm_N,floor_penetration_m,self_penetration_m,actual_target_sha256,wall_seconds
0,g19-arm-tail-00,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.772021176813405,0.00048136031550194414,0.03900000000000003,1.2527879840375345e-05,7.356037218134135,0.5620444084760189,1.0,7041.066445409514,8778.968692445458,0.024545316877546797,0.001656512180619064,5a78cae5a3e305e879c70fc7073937502c60b320a67e21213df4506b781ab55c,13.869124589999046
1,g19-arm-tail-01,COMPLETE,False,time_limit,20.000000000003563,0.0,False,True,False,True,-8.24969879386965,0.0,0.0,0.0,7.331849832720427,0.5601963502995436,1.0,6773.444069970003,8394.376713241256,0.023298830785598773,0.001656512180619064,5f65c618a73449988896a290dc91bf73ba9d8ea3d2c1538eb4f3484dc8c41748,14.337125381998703
2,g19-arm-tail-02,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.301309352263297,0.0010110801443660167,0.07400000000000005,4.595174892703686e-05,7.859795355411656,0.6005344862019909,1.0,6835.058586130065,8594.021198749006,0.022229365154946806,0.001656512180619064,7f76dccea8b04fe24c2badf78e9d02303f4fffd1470503044224915c086d77b1,13.944120507001571
3,g19-arm-tail-03,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-7.968333427897908,0.0011048473359617228,0.06500000000000004,4.379778824055215e-05,7.942094941579671,0.6068226575167842,1.0,6603.042394617212,8249.304160422826,0.022189154521390787,0.001656512180619064,360ca5b74b0a9a769aed6bb0d2b2172f418e6c67f4cc20a6d0937c8468b3437e,14.044583048000277
4,g19-arm-tail-04,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.534428052951052,0.0012335177356673777,0.11700000000000009,7.64984781816791e-05,7.29664136036556,0.557506216409349,1.0,7028.494467893854,8757.129228436428,0.022412367155291206,0.001656512180619064,281cdf996d5f1be107ffd566048e5772b30c9349ce7370243470f042e71416d3,13.984307340000669
5,g19-arm-tail-05,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-9.04781503679951,0.0008599250537857372,0.022000000000000013,1.3616864541567466e-05,6.9888681056446815,0.5339905337442452,1.0,7287.796380142678,9038.250018876946,0.02433476214592973,0.001656512180619064,68279de6e0c60e80bc04985b9919c90e5783cc017205235c2b9722238a9bf02f,14.532932632000666
6,g19-arm-tail-06,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.315496050072017,0.0014826406166842387,0.1360000000000001,0.00010595169451219328,7.2191228433474555,0.5515833468327824,1.0,6807.859718252232,8497.12571355202,0.02287441396586363,0.001656512180619064,c9d70f1a34fc64f24ce1378e38b7613a485ec508c21acf64b85d060c8d96591d,15.294318132999251
7,g19-arm-tail-07,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.722578748951872,0.0015831033864779354,0.09500000000000007,8.161245701668576e-05,7.353809942057158,0.5618742315141472,1.0,6967.269004177165,8701.563174017958,0.024652454853409674,0.001656512180619064,bffefde66109e7ca650b59c30fd13c4a58660ca2c76f379f45340504a90589be,14.619965674000923
8,g19-arm-tail-08,COMPLETE,False,time_limit,20.000000000003563,0.0,False,False,False,True,-8.211653550739166,0.0005612123911466482,0.04100000000000003,1.4779089671120568e-05,7.790329915618064,0.5952269189805979,1.0,6709.367828627961,8377.95310366838,0.023278153709201707,0.0016406157000194773,54cdfe6c00a5649bfa96ae75ee0c3c64e020dc0019b68f9fe4a6b8b4edfa8477,15.424211341000046
9,g19-arm-tail-09,COMPLETE,False,time_limit,20.000000000003563,0.0,False,True,False,True,-8.215274422670909,0.0,0.0,0.0,7.853135376579996,0.6000256247386916,1.0,6709.224959768925,8313.291451352568,0.023748884806893314,0.0016406157000194773,8550ee4ff697b99d4e0e056c5c472f88eeac650085d0b1d7861ac20b2a1c063f,15.306605548999869
